frame, gaze_0_x, gaze_0_y, gaze_0_z, gaze_1_x, gaze_1_y, gaze_1_z, gaze_angle_x, gaze_angle_y, pose_Tx, pose_Ty, pose_Tz, pose_Rx, pose_Ry, pose_Rz, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
53,-0.035554,0.493991,-0.86874,-0.349422,0.379863,-0.856509,-0.22,0.469,242.6,117.6,590.9,0.642,0.097,0.152,0.0,0.0,1.87,0.0,0.2,0.76,0.15,0.09,0.05,1.25,0.0,0.04,0.0,0.0,1.84,0.53,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
54,-0.049387,0.479224,-0.876302,-0.287084,0.348811,-0.89214,-0.188,0.438,238.8,116.5,582.1,0.699,0.093,0.142,0.0,0.0,1.76,0.0,0.23,0.49,0.06,0.18,0.05,1.15,0.0,0.04,0.0,0.0,2.04,0.59,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
55,0.001447,0.567592,-0.823309,-0.311851,0.374963,-0.873013,-0.181,0.507,239.0,116.5,582.2,0.684,0.085,0.159,0.0,0.0,1.68,0.0,0.36,0.49,0.0,0.25,0.05,1.14,0.0,0.0,0.0,0.0,2.17,0.63,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
56,0.016938,0.549802,-0.835123,-0.265172,0.308445,-0.913535,-0.141,0.456,239.6,117.0,584.0,0.688,0.075,0.17,0.0,0.0,1.64,0.0,0.34,0.46,0.01,0.18,0.0,0.97,0.0,0.0,0.0,0.0,2.41,0.73,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
57,0.037531,0.591875,-0.805156,-0.236092,0.409536,-0.881216,-0.117,0.536,240.4,117.4,585.8,0.682,0.069,0.186,0.0,0.0,1.55,0.0,0.4,0.66,0.08,0.12,0.0,0.97,0.0,0.0,0.0,0.0,2.23,0.77,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
58,0.006482,0.518388,-0.855121,-0.226104,0.388664,-0.893206,-0.125,0.479,242.1,118.2,589.4,0.681,0.071,0.179,0.0,0.0,1.67,0.0,0.28,0.56,0.08,0.07,0.0,0.87,0.0,0.0,0.0,0.0,2.31,0.73,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
59,-0.018529,0.612265,-0.790436,-0.229174,0.411791,-0.881991,-0.147,0.549,240.4,117.9,587.3,0.68,0.08,0.196,0.0,0.0,1.8,0.0,0.21,0.54,0.15,0.07,0.0,0.92,0.0,0.0,0.0,0.0,2.36,0.76,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
60,-0.0431,0.626707,-0.778062,-0.275914,0.345957,-0.896764,-0.188,0.526,240.1,117.9,587.8,0.683,0.068,0.218,0.0,0.0,1.87,0.0,0.1,0.4,0.15,0.03,0.0,0.89,0.0,0.0,0.0,0.0,2.57,0.81,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
61,-0.069833,0.58903,-0.805088,-0.238217,0.321074,-0.916605,-0.177,0.486,240.3,118.0,589.3,0.674,0.073,0.234,0.0,0.0,1.86,0.0,0.04,0.29,0.17,0.0,0.0,0.84,0.0,0.0,0.0,0.0,2.56,0.92,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
62,-0.009467,0.640099,-0.768234,-0.238342,0.275389,-0.931318,-0.145,0.494,239.9,118.4,590.0,0.67,0.075,0.248,0.0,0.16,1.91,0.0,0.0,0.38,0.13,0.02,0.0,0.77,0.0,0.0,0.0,0.0,2.5,0.94,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
63,-0.014224,0.617282,-0.786614,-0.280582,0.314206,-0.906945,-0.172,0.503,239.7,118.8,590.3,0.675,0.077,0.252,0.0,0.46,2.04,0.0,0.0,0.45,0.09,0.02,0.0,0.61,0.0,0.0,0.0,0.0,2.53,1.08,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
64,-0.019927,0.644799,-0.764093,-0.331561,0.28099,-0.900618,-0.208,0.508,240.1,119.1,592.0,0.677,0.072,0.253,0.0,0.72,1.93,0.0,0.05,0.53,0.06,0.02,0.0,0.5,0.0,0.01,0.0,0.0,2.47,1.14,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
65,-0.064178,0.653895,-0.753859,-0.369458,0.317473,-0.873334,-0.26,0.538,239.8,118.8,591.8,0.681,0.079,0.258,0.0,0.66,1.58,0.0,0.05,0.36,0.04,0.02,0.0,0.36,0.0,0.01,0.0,0.0,2.37,1.26,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
66,-0.058455,0.661146,-0.747977,-0.377616,0.288875,-0.879748,-0.262,0.528,240.3,118.7,593.1,0.677,0.082,0.261,0.0,0.86,1.28,0.0,0.05,0.26,0.09,0.05,0.0,0.34,0.0,0.01,0.0,0.0,2.3,1.24,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
67,-0.048314,0.677371,-0.734054,-0.379214,0.269502,-0.885193,-0.258,0.529,240.8,119.0,594.8,0.674,0.086,0.262,0.0,1.1,1.18,0.0,0.0,0.27,0.09,0.05,0.0,0.43,0.0,0.05,0.0,0.0,2.3,1.23,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
68,-0.029703,0.686577,-0.72645,-0.380868,0.297991,-0.875295,-0.251,0.551,240.4,118.7,593.9,0.672,0.086,0.264,0.0,1.27,1.28,0.0,0.0,0.34,0.1,0.03,0.0,0.5,0.0,0.06,0.0,0.0,2.34,1.27,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
69,-0.065987,0.642349,-0.763567,-0.397995,0.319714,-0.859874,-0.278,0.535,240.6,118.6,594.2,0.681,0.084,0.263,0.0,1.09,1.36,0.0,0.0,0.34,0.03,0.0,0.0,0.49,0.0,0.13,0.0,0.0,2.42,1.23,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
70,-0.036653,0.633612,-0.772783,-0.419035,0.309415,-0.853623,-0.273,0.525,240.8,118.2,594.1,0.685,0.083,0.264,0.0,1.02,1.35,0.0,0.0,0.2,0.03,0.0,0.0,0.45,0.0,0.15,0.0,0.0,2.34,1.29,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
71,-0.031069,0.654261,-0.75563,-0.365512,0.287768,-0.885206,-0.237,0.521,240.8,117.8,593.4,0.689,0.087,0.264,0.0,0.95,1.49,0.0,0.0,0.29,0.0,0.0,0.0,0.3,0.0,0.23,0.0,0.0,2.35,1.21,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
72,-0.03794,0.488729,-0.87161,-0.366488,0.280058,-0.887273,-0.226,0.412,239.4,116.6,589.2,0.685,0.093,0.275,0.0,0.78,1.53,0.0,0.0,0.26,0.03,0.01,0.0,0.19,0.0,0.21,0.0,0.0,2.27,1.26,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
73,-0.133364,0.367292,-0.920495,-0.368716,0.307248,-0.877295,-0.272,0.359,238.8,116.0,586.7,0.693,0.09,0.284,0.0,0.55,1.66,0.0,0.0,0.25,0.06,0.01,0.0,0.07,0.0,0.25,0.0,0.0,2.3,1.2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
74,-0.130333,0.361597,-0.92318,-0.412529,0.294093,-0.862165,-0.295,0.352,240.4,116.3,589.2,0.689,0.093,0.285,0.0,0.41,1.53,0.0,0.0,0.12,0.1,0.01,0.0,0.09,0.0,0.25,0.0,0.0,2.25,1.18,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
75,-0.129969,0.367593,-0.92086,-0.398777,0.310548,-0.862866,-0.288,0.363,240.9,115.8,588.2,0.684,0.093,0.289,0.0,0.25,1.64,0.0,0.0,0.3,0.11,0.03,0.0,0.13,0.0,0.24,0.0,0.0,2.22,1.2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
76,-0.138606,0.349953,-0.926457,-0.376904,0.337584,-0.862543,-0.281,0.367,240.7,115.7,586.5,0.7,0.089,0.283,0.0,0.06,1.5,0.0,0.0,0.67,0.18,0.03,0.0,0.22,0.0,0.16,0.0,0.0,2.21,1.41,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
77,-0.142171,0.351596,-0.925293,-0.379817,0.357491,-0.853193,-0.285,0.379,239.9,115.6,583.3,0.712,0.095,0.273,0.0,0.0,1.4,0.0,0.0,0.95,0.25,0.05,0.0,0.21,0.0,0.07,0.0,0.0,2.12,1.64,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
78,-0.136652,0.363375,-0.921567,-0.413319,0.41446,-0.810796,-0.307,0.422,239.3,115.5,580.1,0.727,0.095,0.256,0.0,0.0,1.07,0.0,0.0,1.06,0.25,0.04,0.0,0.15,0.0,0.02,0.0,0.0,1.95,1.78,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
79,-0.134519,0.353562,-0.925688,-0.380497,0.406991,-0.83041,-0.285,0.409,238.8,115.1,577.3,0.737,0.1,0.241,0.0,0.0,0.93,0.0,0.0,0.92,0.15,0.06,0.0,0.04,0.0,0.1,0.0,0.0,1.71,1.99,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
80,-0.168707,0.329839,-0.92884,-0.39974,0.348017,-0.847993,-0.31,0.364,238.7,114.7,575.7,0.759,0.099,0.225,0.0,0.0,0.8,0.0,0.0,0.92,0.03,0.09,0.0,0.0,0.0,0.22,0.0,0.0,1.54,2.22,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
81,-0.162035,0.338745,-0.92682,-0.37917,0.38359,-0.842074,-0.297,0.388,238.7,114.6,574.3,0.769,0.107,0.207,0.0,0.0,0.52,0.0,0.0,0.57,0.0,0.07,0.0,0.0,0.0,0.22,0.0,0.0,0.98,1.61,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.9,113.9,569.0,0.797,0.117,0.176,0.0,0.0,0.23,0.0,0.0,0.35,0.0,0.04,0.0,0.0,0.0,0.12,0.0,0.0,0.49,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.8,112.7,555.8,0.86,0.156,0.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.7,113.0,548.9,0.871,0.23,0.196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.5,114.5,552.1,0.864,0.23,0.263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.4,117.7,565.6,0.855,0.195,0.357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,120.6,576.3,0.839,0.18,0.399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.0,122.1,578.5,0.846,0.191,0.403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.3,122.4,579.8,0.872,0.157,0.413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.4,121.8,579.4,0.884,0.141,0.402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.5,123.2,583.3,0.903,0.164,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.5,125.0,585.2,0.905,0.157,0.379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.4,126.8,589.0,0.914,0.163,0.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.3,127.7,590.5,0.917,0.184,0.338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.0,129.3,595.0,0.908,0.192,0.343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.1,130.5,593.8,0.917,0.196,0.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.7,132.1,595.8,0.919,0.201,0.367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.9,131.7,589.3,0.93,0.231,0.364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.9,131.1,585.6,0.935,0.228,0.374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.0,129.9,579.6,0.941,0.24,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.9,130.0,576.2,0.949,0.253,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.9,128.8,568.7,0.961,0.281,0.335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.7,127.9,564.4,0.976,0.287,0.335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.3,127.6,564.0,0.976,0.29,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.1,127.6,563.8,0.98,0.297,0.319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.2,128.9,570.1,0.974,0.285,0.341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.4,129.4,570.2,0.964,0.28,0.351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,127.9,562.7,0.974,0.28,0.339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.5,126.9,559.5,0.971,0.267,0.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.8,125.9,555.2,0.977,0.279,0.338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.3,123.2,544.0,0.996,0.27,0.336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
