 gaze_0_x, gaze_0_y, gaze_0_z, gaze_1_x, gaze_1_y, gaze_1_z, gaze_angle_x, gaze_angle_y, pose_Tx, pose_Ty, pose_Tz, pose_Rx, pose_Ry, pose_Rz, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
5.2e-05,0.255973,-0.966684,-0.130583,0.320345,-0.938258,-0.068,0.294,-18.0,74.8,441.1,0.17,0.104,0.097,0.11,0.05,0.2,0.19,0.0,1.59,0.01,0.63,0.22,0.14,0.21,0.14,0.0,0.06,0.0,0.72,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.018443,0.278338,-0.960306,-0.120691,0.337211,-0.933661,-0.073,0.314,-18.0,75.0,441.0,0.174,0.105,0.096,0.11,0.05,0.21,0.25,0.0,1.58,0.03,0.65,0.2,0.08,0.23,0.19,0.0,0.0,0.0,0.66,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.020592,0.277564,-0.960486,-0.13622,0.31993,-0.937597,-0.082,0.305,-17.9,75.0,439.4,0.169,0.101,0.098,0.06,0.05,0.19,0.31,0.0,1.49,0.06,0.53,0.16,0.0,0.22,0.16,0.0,0.0,0.0,0.67,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.024885,0.278095,-0.960231,-0.151556,0.322369,-0.934403,-0.093,0.307,-17.9,75.3,439.6,0.172,0.101,0.098,0.05,0.06,0.14,0.29,0.0,1.45,0.08,0.38,0.13,0.03,0.05,0.16,0.0,0.0,0.0,0.64,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.024425,0.257155,-0.966061,-0.160229,0.325538,-0.931854,-0.097,0.298,-17.9,75.5,440.1,0.17,0.104,0.096,0.05,0.22,0.13,0.23,0.0,1.37,0.06,0.26,0.12,0.03,0.03,0.15,0.0,0.01,0.0,0.71,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01116,0.255411,-0.966768,-0.148472,0.321608,-0.93516,-0.072,0.295,-18.1,75.9,441.4,0.167,0.099,0.1,0.05,0.22,0.13,0.15,0.0,1.51,0.02,0.3,0.14,0.03,0.02,0.22,0.0,0.05,0.0,0.74,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.012883,0.261822,-0.96503,-0.145199,0.325552,-0.934309,-0.07,0.3,-18.1,76.0,441.1,0.171,0.101,0.1,0.0,0.16,0.19,0.1,0.0,1.55,0.0,0.37,0.14,0.0,0.02,0.18,0.0,0.11,0.0,0.79,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.009249,0.275044,-0.961387,-0.164691,0.327873,-0.930256,-0.092,0.309,-18.1,75.8,440.2,0.169,0.102,0.101,0.02,0.04,0.13,0.18,0.0,1.68,0.0,0.45,0.16,0.01,0.02,0.17,0.0,0.18,0.0,0.81,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.013414,0.195755,-0.980561,-0.130129,0.290584,-0.94796,-0.06,0.247,-18.2,76.2,442.6,0.158,0.094,0.101,0.02,0.04,0.11,0.13,0.0,1.58,0.0,0.41,0.14,0.01,0.04,0.09,0.0,0.2,0.0,0.84,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.03284,0.286808,-0.957425,-0.122713,0.309149,-0.943063,-0.082,0.304,-18.3,75.7,440.5,0.16,0.097,0.102,0.05,0.06,0.11,0.18,0.0,1.53,0.04,0.42,0.14,0.01,0.04,0.16,0.0,0.14,0.0,0.92,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.047554,0.242648,-0.968948,-0.152101,0.298306,-0.942273,-0.104,0.276,-18.5,76.8,445.7,0.164,0.1,0.101,0.05,0.02,0.13,0.24,0.0,1.35,0.04,0.32,0.13,0.05,0.04,0.11,0.0,0.09,0.01,0.92,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.042876,0.251231,-0.966977,-0.150463,0.29223,-0.944438,-0.101,0.277,-18.4,75.9,441.4,0.164,0.097,0.102,0.07,0.05,0.13,0.3,0.0,1.31,0.04,0.29,0.13,0.05,0.0,0.11,0.0,0.08,0.04,1.04,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.007109,0.242682,-0.97008,-0.145302,0.314056,-0.93822,-0.08,0.284,-18.3,76.1,442.0,0.163,0.096,0.101,0.04,0.03,0.05,0.35,0.0,1.38,0.0,0.28,0.14,0.13,0.0,0.07,0.0,0.15,0.09,1.09,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.009384,0.250598,-0.968046,-0.159951,0.324078,-0.93241,-0.089,0.294,-18.2,75.6,439.7,0.159,0.094,0.102,0.02,0.15,0.03,0.24,0.0,1.52,0.0,0.33,0.15,0.08,0.0,0.1,0.0,0.18,0.08,1.11,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.012348,0.241452,-0.970334,-0.149183,0.321853,-0.934963,-0.085,0.287,-18.3,75.9,441.4,0.159,0.096,0.103,0.0,0.12,0.04,0.23,0.0,1.58,0.0,0.39,0.21,0.19,0.0,0.1,0.0,0.21,0.05,0.95,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.031177,0.229183,-0.972884,-0.150061,0.297962,-0.942709,-0.094,0.269,-18.0,75.6,440.6,0.155,0.092,0.103,0.0,0.12,0.1,0.21,0.0,1.59,0.0,0.36,0.23,0.13,0.0,0.08,0.0,0.23,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.043107,0.217709,-0.975061,-0.154312,0.30456,-0.93991,-0.103,0.266,-18.1,75.7,442.0,0.147,0.093,0.103,0.0,0.0,0.15,0.18,0.0,1.4,0.0,0.34,0.24,0.21,0.0,0.15,0.0,0.21,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.057154,0.234192,-0.970509,-0.148356,0.303434,-0.941233,-0.107,0.274,-18.3,76.2,445.8,0.147,0.092,0.106,0.0,0.0,0.15,0.16,0.0,1.27,0.0,0.29,0.2,0.12,0.0,0.23,0.0,0.18,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.044307,0.230803,-0.971991,-0.128357,0.277137,-0.952218,-0.089,0.258,-18.3,76.2,445.8,0.145,0.093,0.107,0.0,0.0,0.09,0.1,0.0,1.17,0.0,0.26,0.21,0.12,0.0,0.24,0.0,0.1,0.03,0.81,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.060333,0.235159,-0.970083,-0.147774,0.294527,-0.944149,-0.108,0.27,-18.3,76.0,445.2,0.151,0.094,0.105,0.0,0.0,0.08,0.16,0.0,1.33,0.0,0.24,0.2,0.05,0.0,0.15,0.0,0.14,0.03,0.78,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.064152,0.253192,-0.965287,-0.121232,0.279889,-0.952347,-0.096,0.271,-18.2,76.0,446.0,0.159,0.096,0.102,0.0,0.0,0.09,0.14,0.0,1.37,0.0,0.26,0.2,0.03,0.0,0.06,0.0,0.11,0.03,0.74,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.067137,0.293878,-0.953482,-0.161967,0.300428,-0.939952,-0.12,0.304,-18.1,75.4,443.7,0.154,0.096,0.102,0.0,0.0,0.11,0.15,0.03,1.53,0.01,0.32,0.2,0.04,0.0,0.02,0.0,0.08,0.01,0.74,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.05977,0.343796,-0.93714,-0.16228,0.287304,-0.943992,-0.117,0.324,-18.2,75.5,444.5,0.152,0.094,0.105,0.0,0.0,0.13,0.1,0.07,1.42,0.01,0.44,0.22,0.04,0.0,0.02,0.0,0.02,0.01,0.74,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.058972,0.281757,-0.957672,-0.140019,0.284486,-0.9484,-0.104,0.289,-18.2,75.9,447.4,0.151,0.094,0.101,0.0,0.0,0.1,0.03,0.07,1.53,0.01,0.45,0.21,0.07,0.0,0.07,0.0,0.0,0.01,0.74,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.029695,0.258755,-0.965487,-0.17112,0.268832,-0.947864,-0.105,0.269,-18.3,75.9,448.2,0.144,0.092,0.102,0.0,0.0,0.11,0.1,0.04,1.34,0.01,0.41,0.21,0.03,0.0,0.07,0.0,0.02,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.036907,0.264411,-0.963704,-0.167974,0.237968,-0.956638,-0.106,0.256,-17.9,74.7,442.1,0.147,0.094,0.101,0.0,0.0,0.05,0.1,0.0,1.43,0.01,0.33,0.2,0.03,0.0,0.05,0.0,0.02,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.043166,0.267192,-0.962676,-0.16794,0.188826,-0.967544,-0.109,0.232,-18.2,75.7,448.2,0.135,0.09,0.102,0.0,0.0,0.09,0.11,0.0,1.49,0.01,0.39,0.21,0.01,0.0,0.0,0.0,0.02,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.060314,0.270517,-0.960824,-0.13384,0.201939,-0.97021,-0.1,0.24,-18.4,76.2,452.1,0.128,0.085,0.1,0.0,0.0,0.22,0.01,0.05,1.76,0.0,0.47,0.26,0.02,0.0,0.0,0.08,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.071704,0.267317,-0.960937,-0.121434,0.173946,-0.977239,-0.099,0.224,-18.7,77.0,458.3,0.126,0.085,0.099,0.0,0.0,0.37,0.01,0.15,1.95,0.01,0.5,0.31,0.04,0.0,0.04,0.12,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.078131,0.258268,-0.962909,-0.130695,0.194695,-0.972118,-0.108,0.23,-18.5,76.4,455.9,0.119,0.084,0.096,0.0,0.0,0.41,0.04,0.26,2.01,0.02,0.52,0.34,0.04,0.0,0.04,0.15,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.061388,0.266634,-0.961841,-0.104964,0.153673,-0.982531,-0.085,0.213,-18.8,76.3,458.1,0.116,0.086,0.094,0.0,0.0,0.39,0.04,0.34,1.89,0.02,0.61,0.35,0.03,0.0,0.09,0.09,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.076839,0.252782,-0.964467,-0.119045,0.171905,-0.977894,-0.101,0.215,-18.7,76.1,458.9,0.108,0.083,0.092,0.0,0.0,0.39,0.04,0.36,1.75,0.05,0.64,0.32,0.01,0.0,0.09,0.11,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.063109,0.239315,-0.968889,-0.11195,0.164542,-0.979997,-0.09,0.204,-18.6,76.0,460.1,0.108,0.088,0.088,0.0,0.0,0.46,0.0,0.35,1.64,0.06,0.65,0.32,0.01,0.0,0.19,0.1,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.077441,0.251866,-0.964659,-0.114492,0.169082,-0.978929,-0.098,0.213,-18.6,75.6,460.4,0.102,0.089,0.086,0.0,0.0,0.48,0.0,0.3,1.69,0.06,0.58,0.31,0.0,0.0,0.18,0.13,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.071608,0.252407,-0.964968,-0.156019,0.179456,-0.971315,-0.117,0.219,-18.5,75.6,462.1,0.098,0.092,0.082,0.0,0.0,0.49,0.0,0.25,1.58,0.02,0.52,0.34,0.0,0.0,0.23,0.15,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.088005,0.235907,-0.967783,-0.12125,0.124549,-0.984777,-0.107,0.183,-18.4,75.6,464.0,0.106,0.107,0.078,0.0,0.0,0.52,0.0,0.23,1.7,0.02,0.5,0.36,0.12,0.0,0.2,0.17,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.081856,0.251718,-0.964333,-0.147006,0.189206,-0.970871,-0.118,0.224,-18.0,74.3,459.4,0.094,0.096,0.076,0.0,0.0,0.59,0.0,0.27,1.57,0.05,0.43,0.34,0.12,0.0,0.3,0.21,0.0,0.03,0.0,0.11,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.072265,0.245475,-0.966706,-0.147359,0.186151,-0.971408,-0.113,0.219,-17.8,73.9,458.9,0.098,0.099,0.072,0.0,0.0,0.57,0.0,0.3,1.73,0.09,0.48,0.32,0.12,0.0,0.3,0.18,0.0,0.03,0.0,0.11,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.066361,0.265668,-0.961778,-0.149482,0.202183,-0.967873,-0.111,0.238,-17.6,73.7,459.7,0.097,0.105,0.073,0.0,0.0,0.58,0.0,0.29,1.57,0.08,0.44,0.28,0.0,0.0,0.31,0.15,0.0,0.08,0.03,0.11,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.081964,0.261545,-0.961705,-0.098948,0.155337,-0.982894,-0.093,0.211,-17.5,73.8,460.8,0.099,0.109,0.071,0.0,0.0,0.56,0.0,0.3,1.62,0.07,0.45,0.28,0.0,0.0,0.26,0.06,0.0,0.1,0.03,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.081894,0.259396,-0.962293,-0.093694,0.151349,-0.98403,-0.09,0.208,-17.4,73.7,460.6,0.099,0.111,0.07,0.0,0.0,0.55,0.0,0.25,1.5,0.03,0.36,0.19,0.0,0.03,0.18,0.02,0.08,0.23,0.14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.046386,0.258743,-0.964832,-0.157362,0.222536,-0.962141,-0.105,0.245,-17.5,72.3,451.5,0.076,0.104,0.077,0.12,0.0,0.57,0.0,0.24,1.67,0.01,0.36,0.16,0.0,0.03,0.11,0.03,0.08,0.21,0.18,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.072781,0.258497,-0.963266,-0.135258,0.193953,-0.971642,-0.107,0.23,-16.7,73.1,457.3,0.094,0.109,0.067,0.12,0.0,0.58,0.0,0.17,1.83,0.0,0.34,0.13,0.0,0.03,0.07,0.04,0.08,0.23,0.19,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.055766,0.247475,-0.967288,-0.139093,0.190037,-0.971874,-0.1,0.222,-16.6,72.8,457.3,0.074,0.099,0.068,0.12,0.0,0.68,0.0,0.28,2.03,0.0,0.38,0.21,0.0,0.0,0.1,0.07,0.0,0.1,0.08,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.041227,0.260885,-0.964489,-0.163122,0.213626,-0.9632,-0.106,0.241,-16.6,73.0,459.1,0.078,0.103,0.068,0.0,0.0,0.71,0.0,0.34,1.97,0.02,0.35,0.24,0.0,0.0,0.14,0.09,0.0,0.06,0.01,0.13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.053493,0.26354,-0.963164,-0.115444,0.204804,-0.971971,-0.087,0.237,-16.4,72.8,457.9,0.088,0.102,0.068,0.0,0.0,0.75,0.0,0.38,1.77,0.02,0.48,0.29,0.0,0.0,0.18,0.12,0.0,0.01,0.0,0.21,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.076208,0.262204,-0.961999,-0.14348,0.184078,-0.972383,-0.113,0.227,-16.3,72.4,456.3,0.082,0.098,0.069,0.0,0.0,0.76,0.0,0.4,1.71,0.02,0.49,0.31,0.03,0.0,0.24,0.21,0.0,0.01,0.0,0.33,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.066131,0.268102,-0.961118,-0.156016,0.188451,-0.969611,-0.115,0.232,-16.3,72.5,456.9,0.084,0.098,0.068,0.0,0.0,0.69,0.0,0.42,1.62,0.0,0.49,0.32,0.04,0.0,0.32,0.23,0.0,0.01,0.01,0.34,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.045572,0.256579,-0.965448,-0.146679,0.167223,-0.974947,-0.099,0.215,-16.3,72.2,456.0,0.081,0.093,0.071,0.0,0.0,0.66,0.0,0.47,1.71,0.02,0.47,0.35,0.05,0.0,0.28,0.18,0.0,0.0,0.01,0.41,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.045397,0.273005,-0.960941,-0.12362,0.185083,-0.974917,-0.087,0.232,-16.8,72.8,459.7,0.095,0.107,0.071,0.0,0.0,0.59,0.0,0.4,1.45,0.02,0.48,0.32,0.02,0.03,0.31,0.07,0.0,0.0,0.03,0.35,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.034005,0.278761,-0.959758,-0.137196,0.147097,-0.979561,-0.088,0.216,-17.2,73.0,460.9,0.098,0.108,0.072,0.0,0.0,0.55,0.0,0.39,1.53,0.02,0.52,0.29,0.04,0.03,0.3,0.03,0.0,0.0,0.02,0.27,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.030939,0.277553,-0.960212,-0.12815,0.168078,-0.977408,-0.082,0.226,-17.4,72.3,458.5,0.083,0.097,0.071,0.0,0.0,0.53,0.0,0.36,1.53,0.01,0.43,0.28,0.06,0.03,0.38,0.03,0.0,0.0,0.02,0.16,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.026332,0.273579,-0.961489,-0.162971,0.160461,-0.973495,-0.098,0.221,-17.6,72.1,457.1,0.083,0.098,0.07,0.0,0.0,0.56,0.0,0.41,1.71,0.02,0.36,0.31,0.06,0.0,0.32,0.01,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.044484,0.273688,-0.960789,-0.164551,0.185205,-0.968825,-0.108,0.233,-17.9,71.8,456.3,0.08,0.097,0.067,0.0,0.0,0.66,0.0,0.39,1.6,0.04,0.36,0.31,0.03,0.0,0.32,0.06,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.04924,0.282841,-0.957902,-0.148571,0.19443,-0.9696,-0.102,0.243,-18.0,71.7,455.6,0.084,0.094,0.065,0.0,0.0,0.71,0.0,0.38,1.57,0.04,0.4,0.28,0.0,0.0,0.35,0.19,0.0,0.0,0.04,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.060693,0.282432,-0.957366,-0.134598,0.192142,-0.972093,-0.101,0.241,-18.3,71.9,456.3,0.083,0.096,0.063,0.0,0.0,0.71,0.0,0.35,1.54,0.05,0.38,0.25,0.0,0.0,0.36,0.24,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
